time	V(n002)	V(n001)	V(n003)	I(R2)	I(R1)	I(V2)	I(V1)
9.307360759703442e-01	9.357529e-01	1.935753e+00	9.674362e-01	9.674362e-01	9.674362e-01	-9.674362e-01	-9.674362e-01
9.326892009703442e-01	8.855467e-01	1.885547e+00	9.423567e-01	9.423567e-01	9.423567e-01	-9.423567e-01	-9.423567e-01
9.346423259703442e-01	8.220211e-01	1.822021e+00	9.106238e-01	9.106238e-01	9.106238e-01	-9.106238e-01	-9.106238e-01
9.365954509703442e-01	7.461315e-01	1.746131e+00	8.727147e-01	8.727147e-01	8.727147e-01	-8.727147e-01	-8.727147e-01
9.385485759703442e-01	6.590194e-01	1.659019e+00	8.291996e-01	8.291996e-01	8.291996e-01	-8.291996e-01	-8.291996e-01
9.405017009703442e-01	5.619950e-01	1.561995e+00	7.807331e-01	7.807331e-01	7.807331e-01	-7.807331e-01	-7.807331e-01
9.424548259703442e-01	4.565177e-01	1.456518e+00	7.280440e-01	7.280440e-01	7.280440e-01	-7.280440e-01	-7.280440e-01
9.444079509703442e-01	3.441739e-01	1.344174e+00	6.719251e-01	6.719251e-01	6.719251e-01	-6.719251e-01	-6.719251e-01
9.463610759703442e-01	2.266535e-01	1.226653e+00	6.132201e-01	6.132201e-01	6.132201e-01	-6.132201e-01	-6.132201e-01
9.483142009703442e-01	1.057239e-01	1.105724e+00	5.528122e-01	5.528122e-01	5.528122e-01	-5.528122e-01	-5.528122e-01
9.512438884703442e-01	-7.807627e-02	9.219237e-01	4.609986e-01	4.609986e-01	4.609986e-01	-4.609986e-01	-4.609986e-01
9.531970134703442e-01	-1.995261e-01	8.004739e-01	4.003308e-01	4.003308e-01	4.003308e-01	-4.003308e-01	-4.003308e-01
9.551501384703442e-01	-3.179749e-01	6.820251e-01	3.411621e-01	3.411621e-01	3.411621e-01	-3.411621e-01	-3.411621e-01
9.571032634703442e-01	-4.316410e-01	5.683590e-01	2.843826e-01	2.843826e-01	2.843826e-01	-2.843826e-01	-2.843826e-01
9.590563884703442e-01	-5.388149e-01	4.611851e-01	2.308461e-01	2.308461e-01	2.308461e-01	-2.308461e-01	-2.308461e-01
9.600329509703442e-01	-5.894589e-01	4.105411e-01	2.055479e-01	2.055479e-01	2.055479e-01	-2.055479e-01	-2.055479e-01
9.610095134703442e-01	-6.378844e-01	3.621156e-01	1.813579e-01	1.813579e-01	1.813579e-01	-1.813579e-01	-1.813579e-01
9.619860759703442e-01	-6.839091e-01	3.160909e-01	1.583672e-01	1.583672e-01	1.583672e-01	-1.583672e-01	-1.583672e-01
9.629626384703442e-01	-7.273597e-01	2.726403e-01	1.366624e-01	1.366624e-01	1.366624e-01	-1.366624e-01	-1.366624e-01
9.639392009703442e-01	-7.680726e-01	2.319274e-01	1.163251e-01	1.163251e-01	1.163251e-01	-1.163251e-01	-1.163251e-01
9.649157634703442e-01	-8.058947e-01	1.941053e-01	9.743181e-02	9.743181e-02	9.743181e-02	-9.743181e-02	-9.743181e-02
9.658923259703442e-01	-8.406836e-01	1.593164e-01	8.005373e-02	8.005373e-02	8.005373e-02	-8.005373e-02	-8.005373e-02
9.668688884703442e-01	-8.723083e-01	1.276917e-01	6.425624e-02	6.425624e-02	6.425624e-02	-6.425624e-02	-6.425624e-02
9.678454509703442e-01	-9.006499e-01	9.935012e-02	5.009879e-02	5.009879e-02	5.009879e-02	-5.009879e-02	-5.009879e-02
9.688220134703442e-01	-9.256016e-01	7.439839e-02	3.763466e-02	3.763466e-02	3.763466e-02	-3.763466e-02	-3.763466e-02
9.697985759703442e-01	-9.470696e-01	5.293041e-02	2.691078e-02	2.691078e-02	2.691078e-02	-2.691078e-02	-2.691078e-02
9.707751384703442e-01	-9.649730e-01	3.502700e-02	1.796749e-02	1.796749e-02	1.796749e-02	-1.796749e-02	-1.796749e-02
9.717517009703442e-01	-9.792445e-01	2.075552e-02	1.083847e-02	1.083847e-02	1.083847e-02	-1.083847e-02	-1.083847e-02
9.727282634703442e-01	-9.898303e-01	1.016970e-02	5.550538e-03	5.550538e-03	5.550538e-03	-5.550538e-03	-5.550538e-03
9.737048259703442e-01	-9.966906e-01	3.309377e-03	2.123604e-03	2.123604e-03	2.123604e-03	-2.123604e-03	-2.123604e-03
9.746813884703442e-01	-9.997996e-01	2.003725e-04	5.705638e-04	5.705638e-04	5.705638e-04	-5.705638e-04	-5.705638e-04
9.756579509703442e-01	-9.991456e-01	8.543876e-04	8.972636e-04	8.972636e-04	8.972636e-04	-8.972636e-04	-8.972636e-04
9.766345134703442e-01	-9.947310e-01	5.268961e-03	3.102473e-03	3.102473e-03	3.102473e-03	-3.102473e-03	-3.102473e-03
9.776110759703442e-01	-9.865725e-01	1.342748e-02	7.177893e-03	7.177893e-03	7.177893e-03	-7.177893e-03	-7.177893e-03
9.785876384703442e-01	-9.747007e-01	2.529923e-02	1.310818e-02	1.310818e-02	1.310818e-02	-1.310818e-02	-1.310818e-02
9.795642009703442e-01	-9.591604e-01	4.083954e-02	2.087103e-02	2.087103e-02	2.087103e-02	-2.087103e-02	-2.087103e-02
9.805407634703442e-01	-9.400101e-01	5.998991e-02	3.043720e-02	3.043720e-02	3.043720e-02	-3.043720e-02	-3.043720e-02
9.815173259703442e-01	-9.173217e-01	8.267827e-02	4.177070e-02	4.177070e-02	4.177070e-02	-4.177070e-02	-4.177070e-02
9.824938884703442e-01	-8.911808e-01	1.088192e-01	5.482888e-02	5.482888e-02	5.482888e-02	-5.482888e-02	-5.482888e-02
9.834704509703442e-01	-8.616856e-01	1.383144e-01	6.956258e-02	6.956258e-02	6.956258e-02	-6.956258e-02	-6.956258e-02
9.844470134703442e-01	-8.289473e-01	1.710527e-01	8.591635e-02	8.591635e-02	8.591635e-02	-8.591635e-02	-8.591635e-02
9.854235759703442e-01	-7.930890e-01	2.069110e-01	1.038286e-01	1.038286e-01	1.038286e-01	-1.038286e-01	-1.038286e-01
9.864001384703442e-01	-7.542456e-01	2.457543e-01	1.232320e-01	1.232320e-01	1.232320e-01	-1.232320e-01	-1.232320e-01
9.873767009703442e-01	-7.125635e-01	2.874365e-01	1.440535e-01	1.440535e-01	1.440535e-01	-1.440535e-01	-1.440535e-01
9.883532634703442e-01	-6.681995e-01	3.318005e-01	1.662146e-01	1.662146e-01	1.662146e-01	-1.662146e-01	-1.662146e-01
9.893298259703442e-01	-6.213205e-01	3.786795e-01	1.896321e-01	1.896321e-01	1.896321e-01	-1.896321e-01	-1.896321e-01
9.903063884703442e-01	-5.721030e-01	4.278970e-01	2.142177e-01	2.142177e-01	2.142177e-01	-2.142177e-01	-2.142177e-01
9.922595134703442e-01	-4.674015e-01	5.325986e-01	2.665192e-01	2.665192e-01	2.665192e-01	-2.665192e-01	-2.665192e-01
9.942126384703442e-01	-3.556698e-01	6.443302e-01	3.223324e-01	3.223324e-01	3.223324e-01	-3.223324e-01	-3.223324e-01
9.961657634703442e-01	-2.385886e-01	7.614114e-01	3.808179e-01	3.808179e-01	3.808179e-01	-3.808179e-01	-3.808179e-01
9.981188884703442e-01	-1.179187e-01	8.820813e-01	4.410961e-01	4.410961e-01	4.410961e-01	-4.410961e-01	-4.410961e-01
9.990954509703442e-01	-5.680390e-02	9.431961e-01	4.716235e-01	4.716235e-01	4.716235e-01	-4.716235e-01	-4.716235e-01
1.000000000000000e+00	-2.449294e-15	1.000000e+00	5.000000e-01	5.000000e-01	5.000000e-01	-5.000000e-01	-5.000000e-01
